"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","문화체육업종명","문화사업자구분명","총층수","주변환경명","제작취급품목내용","시설면적","지상층수","지하층수","건물용도명","통로너비","조명시설조도","노래방실수","청소년실수","비상계단여부","비상구여부","자동환기여부","청소년실여부","특수조명여부","방음시설여부","비디오재생기명","조명시설유무","음향시설여부","편의시설여부","소방시설여부","총게임기수","기존게임업외업종명","제공게임물명","공연장형태구분명","품목명","최초등록시점","지역구분명",
"3639","영화상영관","03_13_02_P","5100000","CDFF4220002017000002","20170921","","04","취소/말소/만료/정지/중지","35","직권말소","20200910","","","","054-338-7053","","","경상북도 영천시 완산동 982-34","경상북도 영천시 시장2길 10 (완산동, 영천공설시장)","38889","영천공설시장 별빛영화관","20200910135221","U","2020-09-12 02:40:00.0","","374718.509034671","275459.898861357","영화상영관","","","기타","","","","","근린생활시설","","","","","","","","","","","","","","","","","","","영화관","","20170921","일반상업지역",
"3640","영화상영관","03_13_02_P","5070000","CDFF4220002002000003","20020716","","04","취소/말소/만료/정지/중지","35","직권말소","20190207","","","","054-858-4770","","760390","경상북도 안동시 정상동 556-1번지","경상북도 안동시 충효로 4406 (정상동)","","안동자동차극장","20190207161256","U","2019-02-09 02:40:00.0","","355595.106697386","339934.367554341","영화상영관","영화상영관","","","","","","","","","","","","","","","","","","","","","","","","","","자동차극장","","20020716","",
"3641","영화상영관","03_13_02_P","5350000","CDFF4220002006000001","20060223","","04","취소/말소/만료/정지/중지","35","직권말소","20170413","","","","","","621907","경상남도 김해시 부원동 852-5번지","경상남도 김해시 가락로 42  (부원동)","","프리머스2관","20170413175918","I","2018-08-31 23:59:59.0","","371298.312231578","193958.33399789","영화상영관","영화상영관","6","유흥업소밀집지역","","","6","","근린생활시설","1.2","","","","","","","","","","","","","","","","","","영화관","","20060223","일반상업지역",
"3642","영화상영관","03_13_02_P","5350000","CDFF4220002006000005","20060303","","04","취소/말소/만료/정지/중지","35","직권말소","20170413","","","","","","621907","경상남도 김해시 부원동 852-5번지","경상남도 김해시 가락로 42  (부원동)","","프리머스6관","20170413175918","I","2018-08-31 23:59:59.0","","371298.312231578","193958.33399789","영화상영관","영화상영관","6","기타","","","4","","근린생활시설","1.2","","","","","","","","","","","","","","","","","","영화관","","20060303","일반상업지역",
"3643","영화상영관","03_13_02_P","3930000","CDFF4220002003000001","20031208","","04","취소/말소/만료/정지/중지","35","직권말소","20190517","","","","405-4906","","425807","경기도 안산시 단원구 고잔동 717-1번지 401호","경기도 안산시 단원구 광덕대로 141, 401호 (고잔동)","15476","프리머스시네마안산 제1관","20190517090322","U","2019-05-19 02:40:00.0","","184766.38773268","423026.639562745","영화상영관","영화상영관","11","기타","","","9","2","문화시설","","","","","","","","","","","","","","","","","","","영화관","","20031208","상업지역",
"3644","영화상영관","03_13_02_P","3930000","CDFF4220002003000002","20031208","","04","취소/말소/만료/정지/중지","35","직권말소","20190517","","","","405-4906","","425807","경기도 안산시 단원구 고잔동 717-1번지 402호","경기도 안산시 단원구 광덕대로 141, 402호 (고잔동)","15476","프리머스시네마안산 제2관","20190517090426","U","2019-05-19 02:40:00.0","","184766.38773268","423026.639562745","영화상영관","영화상영관","11","기타","","","9","2","문화시설","","","","","","","","","","","","","","","","","","","영화관","","20031208","상업지역",
"3645","영화상영관","03_13_02_P","3930000","CDFF4220002003000003","20031208","","04","취소/말소/만료/정지/중지","35","직권말소","20190517","","","","","","425807","경기도 안산시 단원구 고잔동 717-2번지 401호","경기도 안산시 단원구 광덕대로 137, 401호 (고잔동)","15476","프리머스시네마안산 제3관","20190517090355","U","2019-05-19 02:40:00.0","","184763.898826757","422990.509805774","영화상영관","영화상영관","11","기타","","","9","2","근린생활시설","","","","","","","","","","","","","","","","","","","영화관","","20031208","상업지역",
"3646","영화상영관","03_13_02_P","3930000","CDFF4220002003000004","20031208","","04","취소/말소/만료/정지/중지","35","직권말소","20190517","","","","405-4960","","425807","경기도 안산시 단원구 고잔동 717-1번지 402호","경기도 안산시 단원구 광덕대로 141, 402호 (고잔동)","15476","프리머스시네마안산 제4관","20190517090454","U","2019-05-19 02:40:00.0","","184766.38773268","423026.639562745","영화상영관","영화상영관","11","기타","","","9","2","문화시설","","","","","","","","","","","","","","","","","","","영화관","","20031208","상업지역",
"3647","영화상영관","03_13_02_P","3930000","CDFF4220002003000005","20031208","","04","취소/말소/만료/정지/중지","35","직권말소","20190517","","","","405-4906","","425807","경기도 안산시 단원구 고잔동 717-1번지 701호","경기도 안산시 단원구 광덕대로 141, 701호 (고잔동)","15476","프리머스시네마안산 제5관","20190517090524","U","2019-05-19 02:40:00.0","","184766.38773268","423026.639562745","영화상영관","영화상영관","11","기타","","","9","11","문화시설","","","","","","","","","","","","","","","","","","","영화관","","20031208","준주거지역",
"3648","영화상영관","03_13_02_P","3930000","CDFF4220002003000006","20031208","","04","취소/말소/만료/정지/중지","35","직권말소","20190517","","","","405-4960","","425807","경기도 안산시 단원구 고잔동 717-1번지 702호","경기도 안산시 단원구 광덕대로 141, 702호 (고잔동)","15476","프리머스시네마안산 제6관","20190517090551","U","2019-05-19 02:40:00.0","","184766.38773268","423026.639562745","영화상영관","영화상영관","11","기타","","","9","11","문화시설","","","","","","","","","","","","","","","","","","","영화관","","20031208","상업지역",
"3649","영화상영관","03_13_02_P","3930000","CDFF4220002003000007","20031208","","04","취소/말소/만료/정지/중지","35","직권말소","20190517","","","","405-4960","","425807","경기도 안산시 단원구 고잔동 717-2번지 701호","경기도 안산시 단원구 광덕대로 137, 701호 (고잔동)","15476","프리머스시네마안산 제7관","20190517090612","U","2019-05-19 02:40:00.0","","184763.898826757","422990.509805774","영화상영관","영화상영관","11","기타","","","9","11","문화시설","","","","","","","","","","","","","","","","","","","영화관","","20031208","상업지역",
"3650","영화상영관","03_13_02_P","3930000","CDFF4220002005000009","20050825","","04","취소/말소/만료/정지/중지","35","직권말소","20190517","","","","031-486-3334","","425807","경기도 안산시 단원구 고잔동 703-4번지 네스앙스 7제이1호","경기도 안산시 단원구 광덕대로 203 (고잔동,네스앙스 7제이1호)","15461","고릴라시네마","20190517090914","U","2019-05-19 02:40:00.0","","184802.486810925","423660.210547923","영화상영관","영화상영관","13","기타","","","9","4","문화시설","","","","","","","","","","","","","","","","","","","영화관","","20050825","일반상업지역",
"3651","영화상영관","03_13_02_P","3930000","CDFF4220002005000010","20050825","","04","취소/말소/만료/정지/중지","35","직권말소","20190517","","","","031-486-3334","","425807","경기도 안산시 단원구 고잔동 703-4번지 네스앙스 7제이1호","경기도 안산시 단원구 광덕대로 203 (고잔동,네스앙스 7제이1호)","15461","프리머스고릴라안산2관","20190517090706","U","2019-05-19 02:40:00.0","","184802.486810925","423660.210547923","영화상영관","영화상영관","14","기타","","","9","4","문화시설","","","","","","","","","","","","","","","","","","","영화관","","20050825","일반상업지역",
"3652","영화상영관","03_13_02_P","3930000","CDFF4220002005000011","20050825","","04","취소/말소/만료/정지/중지","35","직권말소","20190517","","","","031-486-3334","","425807","경기도 안산시 단원구 고잔동 703-4번지 네스앙스 7제이1호","경기도 안산시 단원구 광덕대로 203 (고잔동,네스앙스 7제이1호)","15461","프리머스고릴라안산3관","20190517090727","U","2019-05-19 02:40:00.0","","184802.486810925","423660.210547923","영화상영관","영화상영관","13","기타","","","9","4","문화시설","","","","","","","","","","","","","","","","","","","영화관","","20050825","일반상업지역",
"3653","영화상영관","03_13_02_P","3930000","CDFF4220002005000016","20050825","","04","취소/말소/만료/정지/중지","35","직권말소","20190517","","","","031-486-3334","","425807","경기도 안산시 단원구 고잔동 703-4번지 네스앙스 7제이1호","경기도 안산시 단원구 광덕대로 203 (고잔동,네스앙스 7제이1호)","15461","프리머스고릴라안산8관","20190517090853","U","2019-05-19 02:40:00.0","","184802.486810925","423660.210547923","영화상영관","영화상영관","13","기타","","","9","4","문화시설","","","","","","","","","","","","","","","","","","","영화관","","20050825","일반상업지역",
"3654","영화상영관","03_13_02_P","3930000","CDFF4220001999000001","19990227","","04","취소/말소/만료/정지/중지","35","직권말소","20190517","","","","","","425849","경기도 안산시 단원구 원곡동 864번지","","","보성극장","20190517090210","U","2019-05-19 02:40:00.0","","181362.301503905","425316.648105718","영화상영관","영화상영관","","아파트지역","","","","","근린생활시설","","","","","","","","","","","","","","","","","","","영화관","","19990227","상업지역",
"3655","영화상영관","03_13_02_P","3930000","CDFF4220002005000012","20050825","","04","취소/말소/만료/정지/중지","35","직권말소","20190517","","","","031-486-3334","","425807","경기도 안산시 단원구 고잔동 703-4번지 네스앙스 7제이01호","경기도 안산시 단원구 광덕대로 203 (고잔동,네스앙스 7제이01호)","15461","프리머스고릴라안산4관","20190517090747","U","2019-05-19 02:40:00.0","","184802.486810925","423660.210547923","영화상영관","영화상영관","13","기타","","","9","4","문화시설","","","","","","","","","","","","","","","","","","","영화관","","20050825","일반상업지역",
"3656","영화상영관","03_13_02_P","3930000","CDFF4220002005000013","20050825","","04","취소/말소/만료/정지/중지","35","직권말소","20190517","","","","031-486-3334","","425807","경기도 안산시 단원구 고잔동 703-4번지 네스앙스 7제이1호","경기도 안산시 단원구 광덕대로 203 (고잔동,네스앙스 7제이1호)","15461","프리머스고릴라안산5관","20190517090811","U","2019-05-19 02:40:00.0","","184802.486810925","423660.210547923","영화상영관","영화상영관","13","기타","","","9","4","문화시설","","","","","","","","","","","","","","","","","","","영화관","","20050825","일반상업지역",
"3657","영화상영관","03_13_02_P","3930000","CDFF4220002005000014","20050825","","04","취소/말소/만료/정지/중지","35","직권말소","20190517","","","","031-486-3334","","425807","경기도 안산시 단원구 고잔동 703-4번지 네스앙스 7제이1호","경기도 안산시 단원구 광덕대로 203 (고잔동,네스앙스 7제이1호)","15461","프리머스고릴라안산6관","20190517090825","U","2019-05-19 02:40:00.0","","184802.486810925","423660.210547923","영화상영관","영화상영관","13","기타","","","9","4","문화시설","","","","","","","","","","","","","","","","","","","영화관","","20050825","일반상업지역",
